# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr 14 14:17:26 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
pl_hostname,pl_name,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,st_teff,st_mass,st_rad,st_lum
HAT-P-23,HAT-P-23 b,1.21288000,,0.110000,1.34000,1.090,5905.00,0.58,0.96,
HAT-P-24,HAT-P-24 b,3.35524000,,0.070000,0.75000,1.300,6373.00,1.37,1.38,
HAT-P-25,HAT-P-25 b,3.65281514,0.046600,0.023000,0.56900,1.135,5519.00,1.01,0.92,-0.152
HAT-P-26,HAT-P-26 b,4.23452000,,0.120000,0.07000,0.630,5079.00,1.12,0.87,
HAT-P-27,HAT-P-27 b,3.03957700,0.040000,0.000000,0.62000,1.020,5300.00,0.94,0.90,-0.244
HAT-P-28,HAT-P-28 b,3.25721500,0.043400,0.051000,0.62600,1.212,5680.00,1.02,1.10,0.053
HAT-P-29,HAT-P-29 b,5.72319000,,0.090000,0.88000,1.170,6087.00,1.45,1.30,
HAT-P-3,HAT-P-3 b,2.89970000,,0.000000,0.65000,0.940,5185.00,1.06,0.87,
HAT-P-30,HAT-P-30 b,2.81060000,,0.040000,0.83000,1.440,6304.00,1.55,1.31,
HAT-P-31,HAT-P-31 b,5.00542000,,0.250000,2.27000,1.090,6065.00,1.31,1.39,
HAT-P-32,HAT-P-32 b,2.15000820,0.033970,0.159000,0.68000,1.980,6001.00,1.13,1.37,0.338
HAT-P-33,HAT-P-33 b,3.47447000,,0.000000,0.92000,1.850,6446.00,1.82,1.79,
HAT-P-34,HAT-P-34 b,5.45265400,0.067740,0.432000,3.33000,1.197,6442.00,1.39,1.53,
HAT-P-35,HAT-P-35 b,3.64670600,0.049780,0.020000,1.05600,1.332,6096.00,1.24,1.44,
HAT-P-36,HAT-P-36 b,1.32734683,0.024100,,1.84820,1.277,5620.00,1.03,1.04,
HAT-P-37,HAT-P-37 b,2.79743600,0.037900,0.058000,1.16900,1.178,5500.00,0.93,0.88,-0.208
HAT-P-38,HAT-P-38 b,4.64038200,0.052300,0.067000,0.26700,0.825,5330.00,0.89,0.92,-0.208
HAT-P-39,HAT-P-39 b,3.54387000,0.050900,0.000000,0.59900,1.571,6430.00,1.40,1.62,0.607
HAT-P-4,HAT-P-4 b,3.05653600,0.044380,0.000000,0.67100,1.274,5860.00,,,0.431
HAT-P-40,HAT-P-40 b,4.45724000,,0.000000,0.48000,1.520,6080.00,1.03,1.94,
HAT-P-41,HAT-P-41 b,2.69405000,,0.000000,1.19000,2.050,6390.00,2.56,2.05,
HAT-P-42,HAT-P-42 b,4.64187800,0.057500,0.000000,1.04400,1.280,5743.00,1.18,1.53,0.356
HAT-P-43,HAT-P-43 b,3.33268700,0.044300,0.000000,0.66200,1.281,5645.00,1.05,1.10,0.045
HAT-P-44,HAT-P-44 b,4.30121900,0.050700,0.044000,0.35200,1.242,5295.00,0.94,0.95,-0.194
HAT-P-44,HAT-P-44 c,872.20000000,1.752000,0.494000,4.00000,,5295.00,0.94,0.95,-0.194
HAT-P-45,HAT-P-45 b,3.12899200,0.045200,0.049000,0.89200,1.426,6330.00,1.26,1.32,0.400
HAT-P-46,HAT-P-46 b,4.46312900,0.057700,0.123000,0.49300,1.284,6120.00,1.28,1.40,0.391
HAT-P-49,HAT-P-49 b,2.69155000,,0.000000,2.20000,1.590,6820.00,2.22,2.06,
HAT-P-5,HAT-P-5 b,2.78849000,,0.000000,0.98000,1.210,5960.00,1.04,1.12,
HAT-P-50,HAT-P-50 b,3.12201090,0.045300,0.115000,1.35000,1.288,6280.00,1.27,1.70,0.603
HAT-P-51,HAT-P-51 b,4.21802780,0.050690,0.123000,0.30900,1.293,5449.00,0.98,1.04,-0.066
HAT-P-52,HAT-P-52 b,2.75359530,0.036940,0.047000,0.81800,1.009,5131.00,0.89,0.89,-0.305
HAT-P-53,HAT-P-53 b,1.96162410,0.031590,0.134000,1.48400,1.318,5956.00,1.09,1.21,0.217
HAT-P-54,HAT-P-54 b,3.79984700,0.041170,0.074000,0.76000,0.944,4390.00,0.65,0.62,-0.902
HAT-P-55,HAT-P-55 b,3.58524670,0.046040,0.139000,0.58200,1.182,5808.00,1.01,1.01,
HAT-P-56,HAT-P-56 b,2.79083000,,,2.31000,1.510,6566.00,1.42,1.47,
HAT-P-57,HAT-P-57 b,2.46530000,,0.000000,1.41000,1.740,6330.00,2.77,1.85,
HAT-P-6,HAT-P-6 b,3.85298000,,0.000000,1.32000,1.480,6570.00,1.79,1.62,
HAT-P-65,HAT-P-65 b,2.60545520,0.039510,0.304000,0.52700,1.890,5835.00,1.21,1.86,0.555
HAT-P-66,HAT-P-66 b,2.97208600,0.043630,0.090000,0.78300,1.590,6002.00,1.25,1.88,0.615
HAT-P-67,HAT-P-67 b,4.81010250,0.065050,0.000000,0.34000,2.085,6406.00,1.64,2.55,0.939
HAT-P-69,HAT-P-69 b,4.78694910,0.065550,0.000000,3.58000,1.676,7394.00,1.65,1.93,1.000
HAT-P-7,HAT-P-7 b,2.20474000,,0.000000,1.84000,1.510,6389.00,1.56,2.00,
HAT-P-70,HAT-P-70 b,2.74432452,0.047390,0.000000,6.78000,1.870,8450.00,1.89,1.86,1.223
HAT-P-8,HAT-P-8 b,3.07634000,,0.000000,1.28000,1.400,6200.00,1.27,1.57,
HAT-P-9,HAT-P-9 b,3.92281072,0.052870,0.084000,0.74900,1.393,6350.00,1.28,1.34,0.418
HATS-1,HATS-1 b,3.44645900,0.044400,0.120000,1.85500,1.302,5870.00,0.99,1.04,0.041
HATS-10,HATS-10 b,3.31284600,0.044910,0.501000,0.52600,0.969,5880.00,1.10,1.10,0.117
HATS-11,HATS-11 b,3.61918800,0.050700,,,1.609,6563.00,1.33,1.54,
HATS-12,HATS-12 b,3.14270200,0.044100,,,0.692,6357.00,1.16,1.17,
HATS-13,HATS-13 b,3.04404990,0.040570,0.181000,0.54300,1.212,5523.00,0.96,0.89,
HATS-14,HATS-14 b,2.76676410,0.038150,0.142000,1.07100,1.039,5346.00,0.97,0.93,
HATS-15,HATS-15 b,1.74748753,0.027120,0.126000,2.17000,1.105,5311.00,0.87,0.92,-0.204
HATS-16,HATS-16 b,2.68650200,0.037440,0.000000,3.27000,1.300,5738.00,0.97,1.24,0.173
HATS-17,HATS-17 b,16.25461100,0.130800,0.029000,1.33800,0.777,5846.00,1.13,1.09,0.093
HATS-18,HATS-18 b,0.83784000,0.017400,,1.97950,1.329,5600.00,1.04,1.02,
HATS-2,HATS-2 b,1.35413300,0.023000,0.000000,1.34500,1.168,5227.00,0.88,0.90,-0.268
HATS-22,HATS-22 b,4.72281240,0.050250,0.079000,2.74000,0.953,4803.00,0.76,0.69,-0.646
HATS-23,HATS-23 b,2.16051560,0.033970,0.114000,1.47000,1.860,5780.00,1.12,1.20,0.155
HATS-24,HATS-24 b,1.34849780,0.023800,0.000000,2.26000,1.395,6125.00,1.07,1.12,0.190
HATS-25,HATS-25 b,4.29864320,0.051630,0.176000,0.61300,1.260,5715.00,0.99,1.11,0.068
HATS-26,HATS-26 b,3.30238810,0.047350,0.245000,0.65000,1.750,6071.00,1.30,2.04,0.704
HATS-27,HATS-27 b,4.63703800,0.061100,0.581000,0.53000,1.500,6438.00,1.42,1.74,0.669
HATS-28,HATS-28 b,3.18107810,0.041310,0.202000,0.67200,1.194,5498.00,0.93,0.92,-0.157
HATS-29,HATS-29 b,4.60587490,0.054750,0.158000,0.65300,1.251,5670.00,1.03,1.07,0.029
HATS-3,HATS-3 b,3.54785100,0.048500,0.000000,1.07100,1.381,6351.00,1.21,1.40,0.456
HATS-30,HATS-30 b,3.17435160,0.043540,0.096000,0.70600,1.175,5943.00,1.09,1.06,0.097
HATS-31,HATS-31 b,3.37796000,0.047800,0.233000,0.88000,1.640,6050.00,1.27,1.87,0.619
HATS-32,HATS-32 b,2.81265480,0.040240,0.471000,0.92000,1.249,5700.00,1.10,1.10,0.057
HATS-33,HATS-33 b,2.54955510,0.037270,0.080000,1.19200,1.230,5659.00,1.06,1.02,-0.018
HATS-34,HATS-34 b,2.10616070,0.031660,0.108000,0.94100,1.430,5380.00,0.95,0.98,-0.140
HATS-35,HATS-35 b,1.82099930,0.031990,0.306000,1.22200,1.464,6300.00,1.32,1.43,0.465
HATS-36,HATS-36 b,4.17518600,0.052300,,,1.153,5950.00,1.10,1.10,
HATS-39,HATS-39 b,4.57763480,0.060070,0.275000,0.63000,1.570,6572.00,1.38,1.62,0.640
HATS-4,HATS-4 b,2.51672900,0.036200,0.013000,1.32300,1.020,5403.00,1.00,0.93,-0.187
HATS-40,HATS-40 b,3.26427360,0.049970,0.312000,1.59000,1.580,6460.00,1.56,2.26,0.903
HATS-41,HATS-41 b,4.19364900,0.058300,0.380000,9.70000,1.330,6424.00,1.50,1.71,0.653
HATS-42,HATS-42 b,2.29210200,0.036890,0.229000,1.88000,1.400,6060.00,1.27,1.48,0.425
HATS-43,HATS-43 b,4.38884970,0.049440,0.173000,0.26100,1.180,5099.00,0.84,0.81,-0.398
HATS-44,HATS-44 b,2.74390040,0.036490,0.279000,0.56000,1.067,5080.00,0.86,0.85,-0.398
HATS-45,HATS-45 b,4.18762440,0.055110,0.240000,0.70000,1.286,6450.00,1.27,1.31,0.425
HATS-46,HATS-46 b,4.74237290,0.053670,0.559000,0.17300,0.903,5495.00,0.92,0.85,-0.230
HATS-47,HATS-47 b,3.92280380,0.042690,0.088000,0.36900,1.117,4512.00,0.67,0.66,-0.796
HATS-48 A,HATS-48 A b,3.13166660,0.037690,0.162000,0.24300,0.800,4546.00,0.73,0.72,-0.709
HATS-49,HATS-49 b,4.14804670,0.045150,0.071000,0.35300,0.765,4405.00,0.71,0.70,-0.785
HATS-5,HATS-5 b,4.76338700,0.054200,0.019000,0.23700,0.912,5304.00,0.94,0.87,-0.268
HATS-50,HATS-50 b,3.82970150,0.050460,0.516000,0.39000,1.130,5990.00,1.17,1.12,0.143
HATS-51,HATS-51 b,3.34887020,0.046390,0.330000,0.76800,1.410,5758.00,1.19,1.44,0.310
HATS-52,HATS-52 b,1.36665436,0.024980,0.246000,2.24000,1.382,6010.00,1.11,1.05,0.068
HATS-53,HATS-53 b,3.85377680,0.047530,0.330000,0.59500,1.340,5644.00,0.96,1.10,0.045
HATS-54,HATS-54 b,2.54418280,0.037630,0.126000,0.76000,1.067,5702.00,1.10,1.32,0.212
HATS-55,HATS-55 b,4.20420010,0.054120,0.092000,0.92100,1.251,6214.00,1.20,1.13,0.229
HATS-56,HATS-56 b,4.32479900,0.060430,0.019000,0.60200,1.688,6536.00,1.57,2.20,0.898
HATS-57,HATS-57 b,2.35062100,0.034930,0.028000,3.14700,1.139,5587.00,1.03,0.96,-0.094
HATS-58 A,HATS-58 A b,4.21808960,0.057980,0.168000,1.03000,1.095,7175.00,1.46,1.43,0.689
HATS-59,HATS-59 b,5.41608100,0.061120,0.129000,0.80600,1.126,5670.00,1.04,1.04,-0.004
HATS-59,HATS-59 c,1422.00000000,2.504000,0.083000,12.70000,,5670.00,1.04,1.04,-0.004
HATS-6,HATS-6 b,3.32527250,0.036230,0.000000,0.31900,0.998,3724.00,0.57,0.57,
HATS-60,HATS-60 b,3.56082900,0.047080,0.191000,0.66200,1.153,5688.00,1.10,1.46,0.300
HATS-61,HATS-61 b,7.81795300,0.079080,0.092000,3.40000,1.195,5542.00,1.08,1.66,0.369
HATS-62,HATS-62 b,3.27688370,0.041630,0.298000,0.17900,1.055,5416.00,0.90,0.93,-0.173
HATS-63,HATS-63 b,3.05665270,0.040260,0.136000,0.96000,1.207,5627.00,0.93,1.07,0.012
HATS-64,HATS-64 b,4.90889700,0.065620,0.151000,0.96000,1.679,6554.00,1.56,2.11,0.867
HATS-65,HATS-65 b,3.10516100,0.044970,0.062000,0.82100,1.501,6277.00,1.26,1.31,0.377
HATS-66,HATS-66 b,3.14143910,0.047140,0.064000,5.33000,1.411,6626.00,1.41,1.84,0.767
HATS-67,HATS-67 b,1.60917880,0.030320,0.057000,1.45000,1.685,6594.00,1.44,1.44,0.547
HATS-68,HATS-68 b,3.58622020,0.050710,0.036000,1.29000,1.232,6147.00,1.35,1.75,0.592
HATS-69,HATS-69 b,2.22525770,0.032110,0.519000,0.57700,0.945,5137.00,0.89,0.88,-0.318
HATS-7,HATS-7 b,3.18531500,0.040120,0.170000,0.12000,0.563,4985.00,0.85,0.81,-0.434
HATS-70,HATS-70 b,1.88823780,0.036320,0.180000,12.90000,1.384,7930.00,1.78,1.88,1.079
HATS-72,HATS-72 b,7.32794740,0.066517,0.013000,0.12540,0.722,4656.10,0.73,0.72,-0.659
HATS-8,HATS-8 b,3.58389300,0.046670,0.376000,0.13800,0.873,5679.00,1.06,1.09,
HATS-9,HATS-9 b,1.91529100,0.031200,,,1.236,5599.00,1.10,1.56,
HD 100546,HD 100546 b,,53.000000,,,6.900,10500.00,2.40,,1.500
HD 100655,HD 100655 b,157.57001000,0.680000,0.090000,1.61000,,4891.00,2.28,10.06,
HD 100777,HD 100777 b,383.70001000,1.030000,0.360000,1.03000,,5533.00,0.83,1.04,
HD 10180,HD 10180 c,5.75969000,0.064120,0.073000,0.04160,,5911.00,1.06,1.11,
HD 10180,HD 10180 d,16.35700000,0.128590,0.131000,0.03780,,5911.00,1.06,1.11,
HD 10180,HD 10180 e,49.74800000,0.269900,0.051000,0.08050,,5911.00,1.06,1.11,
HD 10180,HD 10180 f,122.74400000,0.492900,0.119000,0.07220,,5911.00,1.06,1.11,
HD 10180,HD 10180 g,604.67000000,1.427000,0.263000,0.07320,,5911.00,1.06,1.11,
HD 10180,HD 10180 h,2205.00000000,3.381000,0.095000,0.20660,,5911.00,1.06,1.11,
HD 101930,HD 101930 b,70.46000000,0.300000,0.110000,0.25000,,5108.00,0.57,0.86,
HD 102117,HD 102117 b,20.81330000,0.150000,0.120000,0.17000,,5655.00,1.06,1.23,
HD 102195,HD 102195 b,4.11377000,0.050000,0.000000,0.41000,,5301.00,0.76,0.82,
HD 102272,HD 102272 b,127.58000000,0.510000,0.050000,4.94000,,4790.00,1.45,10.30,
HD 102329,HD 102329 b,778.09998000,1.810000,0.210000,8.16000,,4745.00,3.21,9.82,
HD 102329,HD 102329 c,1123.00000000,,0.209000,1.52000,,4745.00,3.21,9.82,
HD 102365,HD 102365 b,122.10000000,0.460000,0.340000,0.05000,,5630.00,0.85,,
HD 102843,HD 102843 b,3090.94200000,4.074000,0.110000,0.35837,,5436.00,0.95,,
HD 102956,HD 102956 b,6.49470000,0.080700,0.037000,0.96000,,4985.00,1.66,4.55,
HD 103197,HD 103197 b,47.84000000,0.250000,0.000000,0.09000,,5250.00,0.80,0.88,
HD 103720,HD 103720 b,4.55570000,0.049800,0.086000,0.62000,,5017.00,0.79,0.73,
HD 103774,HD 103774 b,5.88810000,0.070000,0.090000,0.36700,,6489.00,1.33,,0.544
HD 103949,HD 103949 b,120.87800000,0.439000,0.190000,0.03524,,4792.00,0.77,,
HD 104067,HD 104067 b,55.80600000,0.260000,0.000000,0.16000,,4937.00,0.62,0.74,
HD 10442,HD 10442 b,1032.30000000,2.010000,0.132000,1.48700,,4912.00,1.01,1.97,
HD 104985,HD 104985 b,199.50500000,0.950000,0.090000,8.30000,,4877.00,2.30,11.00,1.778
HD 106252,HD 106252 b,1531.00000000,2.610000,0.480000,6.93000,,5874.00,1.01,1.10,
HD 106270,HD 106270 b,1888.00000000,3.340000,0.185000,10.13000,,5509.00,1.39,2.66,
HD 106315,HD 106315 b,9.55237000,0.090700,0.093000,0.03964,0.218,6327.00,1.09,1.30,
HD 106315,HD 106315 c,21.05704000,0.153600,0.220000,0.04782,0.388,6327.00,1.09,1.30,
HD 10647,HD 10647 b,989.20000000,2.015000,0.150000,0.94000,,6218.00,1.11,1.10,0.149
HD 106515 A,HD 106515 A b,3630.00000000,4.590000,0.572000,9.61000,,5362.00,0.97,1.62,0.090
HD 106906,HD 106906 b,,650.000000,,11.00000,,6516.00,1.50,,0.750
HD 10697,HD 10697 b,1075.69000000,2.140000,0.104300,6.38300,,5600.00,1.13,1.79,
HD 107148,HD 107148 b,48.05600000,0.269000,0.050000,0.21000,,5797.00,1.12,,
HD 108147,HD 108147 b,10.89850000,0.102000,0.530000,0.26100,,6265.00,1.27,,0.286
HD 108341,HD 108341 b,1129.00000000,2.000000,0.850000,3.50000,,5122.00,0.84,0.79,
HD 108863,HD 108863 b,437.70000000,1.320000,0.032000,2.41400,,4878.00,1.59,5.74,
HD 108874,HD 108874 b,394.48123000,1.040000,0.130000,1.42000,,5600.00,1.10,1.05,
HD 108874,HD 108874 c,1624.00000000,2.659000,0.239000,0.99000,,5600.00,1.10,1.05,
HD 109246,HD 109246 b,68.27000000,0.330000,0.120000,0.86000,,5844.00,1.20,1.07,
HD 109271,HD 109271 b,7.85430000,0.079000,0.250000,0.05400,,5783.00,1.05,,0.301
HD 109271,HD 109271 c,30.93000000,0.196000,0.150000,0.07600,,5783.00,1.05,,0.301
HD 109749,HD 109749 b,5.23989100,0.061500,0.000000,0.27000,,5824.00,1.13,1.22,0.190
HD 110014,HD 110014 b,835.47700000,2.140000,0.462000,11.09000,,4445.00,2.17,20.90,
HD 111232,HD 111232 b,1143.00000000,1.970000,0.200000,7.14000,,5512.00,0.84,0.90,
HD 111591,HD 111591 b,1056.40000000,2.500000,0.260000,4.40000,,4884.00,1.94,8.03,1.581
HD 111998,HD 111998 b,825.90000000,1.820000,0.030000,4.51000,,6557.00,1.18,1.45,
HD 113337,HD 113337 b,324.00000000,0.920000,0.460000,2.83000,,6576.60,1.40,1.50,
HD 113538,HD 113538 b,663.20000000,1.240000,0.140000,0.36000,,4462.00,0.58,0.53,
HD 113538,HD 113538 c,1818.00000000,2.440000,0.200000,0.93000,,4462.00,0.58,0.53,
HD 113996,HD 113996 b,610.20000000,1.600000,0.280000,6.30000,,4181.00,1.49,25.11,2.464
HD 114386,HD 114386 b,937.70001000,1.730000,0.230000,1.14000,,4836.00,0.60,0.76,
HD 114613,HD 114613 b,4000.00000000,5.340000,0.458000,0.35700,,5641.00,1.27,2.14,
HD 114729,HD 114729 b,1121.79000000,2.067000,0.079000,0.82500,,5844.00,0.94,1.47,
HD 114762,HD 114762 b,83.91510000,0.360000,0.340000,10.69000,,5869.00,0.80,1.20,
HD 114783,HD 114783 b,493.70000000,1.160000,0.144000,1.10000,,5135.00,0.85,,
HD 114783,HD 114783 c,4319.00000000,,0.000000,0.61100,,5135.00,0.85,,
HD 11506,HD 11506 b,1622.10000000,2.900000,0.374300,4.83000,,6030.00,1.24,1.34,0.330
HD 11506,HD 11506 c,223.41000000,0.774000,0.193000,0.40800,,6030.00,1.24,1.34,0.330
HD 116029,HD 116029 b,670.00000000,1.650000,0.000000,1.40000,,4819.00,0.83,4.89,
HD 116029,HD 116029 c,907.00000000,,0.038000,1.27000,,4819.00,0.83,4.89,
HD 117207,HD 117207 b,2621.75000000,3.787000,0.157000,1.92600,,5732.00,1.05,1.07,
HD 11755,HD 11755 b,433.70001000,1.090000,0.190000,5.63000,,4312.00,0.72,20.58,
HD 117618,HD 117618 b,25.80000000,0.180000,0.150000,0.17400,,5990.00,1.08,,
HD 118203,HD 118203 b,6.13350000,0.070000,0.310000,2.79000,,5864.00,1.84,2.06,
HD 119130,HD 119130 b,16.98410000,0.130000,0.040000,0.07709,0.235,5725.00,1.00,1.09,
HD 11964,HD 11964 b,1945.00000000,3.160000,0.041000,0.62200,,5349.00,1.12,,
HD 11964,HD 11964 c,37.91000000,0.229000,0.300000,0.07880,,5349.00,1.12,,
HD 11977,HD 11977 b,711.00000000,1.930000,0.400000,6.54000,,4970.00,1.91,10.09,
HD 120084,HD 120084 b,2082.00000000,4.300000,0.660000,4.50000,,4892.00,2.39,9.12,1.640
HD 121504,HD 121504 b,63.33000000,0.330000,0.030000,1.51000,,6027.00,1.62,1.07,
HD 12484,HD 12484 b,58.83000000,0.297000,0.070000,2.98000,,5920.00,1.01,,
HD 125390,HD 125390 b,1756.20000000,3.160000,0.591000,22.16000,,4850.00,1.36,6.47,
HD 125595,HD 125595 b,9.67370000,0.080000,0.000000,0.02000,,4691.00,0.29,0.74,
HD 125612,HD 125612 b,557.04000000,1.372000,0.455300,3.10000,,5841.00,1.11,1.05,0.060
HD 125612,HD 125612 c,4.15514000,0.052400,0.049000,0.05500,,5841.00,1.11,1.05,0.060
HD 125612,HD 125612 d,2835.00000000,4.060000,0.117200,7.28000,,5841.00,1.11,1.05,0.060
HD 12648,HD 12648 b,133.60001000,0.540000,0.040000,1.96000,,4835.00,0.67,11.02,
HD 126525,HD 126525 b,960.41000000,1.837000,0.035000,0.23700,,5638.00,0.90,0.98,
HD 12661,HD 12661 b,262.70862000,0.840000,0.380000,2.43000,,5645.00,1.20,1.20,
HD 12661,HD 12661 c,1708.00000000,2.814500,0.031000,1.81200,,5645.00,1.20,1.20,
HD 126614,HD 126614 b,1244.00000000,2.370000,0.410000,0.41000,,5568.00,1.26,1.32,
HD 128311,HD 128311 b,453.01900000,1.084000,0.303000,1.76900,,,0.83,0.76,
HD 128311,HD 128311 c,921.53800000,1.740000,0.159000,3.78900,,,0.83,0.76,
HD 128356,HD 128356 b,298.20000000,0.870000,0.570000,0.89000,,4875.00,0.65,0.85,-0.444
HD 129445,HD 129445 b,1840.00000000,2.900000,0.700000,1.60000,,,0.99,,
HD 130322,HD 130322 b,10.70871000,0.092500,0.029000,1.15000,,5387.00,0.92,0.85,
HD 131496,HD 131496 b,896.00000000,2.010000,0.181000,1.80000,,4846.00,1.34,4.44,
HD 131664,HD 131664 b,1951.00000000,3.170000,0.640000,19.12000,,5892.00,1.19,1.08,
HD 13167,HD 13167 b,2613.00000000,4.100000,0.563000,3.31000,,5671.00,1.35,2.39,
HD 13189,HD 13189 b,471.60001000,1.250000,0.270000,10.95000,,4175.00,2.24,38.41,
HD 132406,HD 132406 b,974.00000000,1.980000,0.340000,5.38000,,5783.00,1.03,1.34,
HD 132563,HD 132563 b,1544.00000000,2.620000,0.220000,1.49000,,6073.00,1.08,1.09,
HD 133131 A,HD 133131 A b,649.00000000,1.440000,0.330000,1.42000,,5799.00,0.95,,
HD 133131 A,HD 133131 A c,3568.00000000,4.490000,0.490000,0.42000,,5799.00,0.95,,
HD 133131 B,HD 133131 B b,5769.00000000,6.150000,0.610000,2.50000,,5805.00,0.93,,
HD 134060,HD 134060 b,3.26960000,0.044400,0.450000,0.03180,,5966.00,1.09,,0.158
HD 134060,HD 134060 c,1291.56460000,2.392800,0.110000,0.09220,,5966.00,1.09,,0.158
HD 134987,HD 134987 b,258.17999000,0.810000,0.230000,1.61000,,5736.00,1.10,1.22,
HD 134987,HD 134987 c,5000.00000000,5.800000,0.120000,0.82000,,5736.00,1.10,1.22,
HD 136352,HD 136352 b,11.58240000,0.093400,0.140000,0.01510,,5664.00,0.81,,-0.004
HD 136352,HD 136352 c,27.58210000,0.166600,0.040000,0.03400,,5664.00,0.81,,-0.004
HD 136352,HD 136352 d,107.59830000,0.412800,0.090000,0.02700,,5664.00,0.81,,-0.004
HD 136418,HD 136418 b,464.29999000,1.290000,0.250000,2.14000,,4989.00,1.48,3.78,
HD 13724,HD 13724 b,14763.40500000,12.400000,0.340000,26.77000,,5868.00,1.14,1.07,
HD 137388,HD 137388 b,330.00000000,0.890000,0.360000,0.20000,,5181.00,0.68,0.88,
HD 13908,HD 13908 b,19.38200000,0.154000,0.020000,0.86500,,6255.00,1.29,1.67,0.602
HD 13908,HD 13908 c,931.00000000,2.030000,0.120000,5.13000,,6255.00,1.29,1.67,0.602
HD 13931,HD 13931 b,4218.00000000,5.150000,0.020000,2.20000,,5867.00,1.30,1.25,
HD 139357,HD 139357 b,1125.70000000,2.360000,0.100000,9.76000,,4700.00,1.35,11.47,
HD 1397,HD 1397 b,11.53533000,0.109700,0.251000,0.41500,1.026,5521.00,1.32,2.34,0.660
HD 14067,HD 14067 b,1455.00000000,3.400000,0.533000,7.80000,,4815.00,2.40,12.40,1.898
HD 141399,HD 141399 b,94.44000000,0.415000,0.040000,0.45100,,5600.00,1.07,,
HD 141399,HD 141399 c,201.99000000,0.689000,0.048000,1.33000,,5600.00,1.07,,
HD 141399,HD 141399 d,1069.80000000,2.090000,0.074000,1.18000,,5600.00,1.07,,
HD 141399,HD 141399 e,5000.00000000,5.000000,0.260000,0.66000,,5600.00,1.07,,
HD 141937,HD 141937 b,653.21997000,1.500000,0.410000,9.69000,,5870.00,1.09,1.03,
HD 142,HD 142 b,349.70000000,1.020000,0.170000,1.25000,,6245.00,1.23,1.47,
HD 142,HD 142 c,6005.00000000,6.800000,0.210000,5.30000,,6245.00,1.23,1.47,
HD 142022 A,HD 142022 A b,1928.00000000,2.930000,0.530000,4.44000,,5421.00,0.90,1.04,
HD 142245,HD 142245 b,1299.00000000,2.780000,0.000000,3.07000,,4922.00,3.50,4.63,
HD 142415,HD 142415 b,386.29999000,1.060000,0.500000,1.67000,,5940.00,1.07,1.04,
HD 143105,HD 143105 b,2.19740000,0.037900,0.070000,1.21000,,6380.00,1.51,,
HD 143361,HD 143361 b,1039.15000000,1.988000,0.197000,3.53200,,5507.00,0.97,0.92,
HD 145377,HD 145377 b,103.95000000,0.450000,0.310000,6.02000,,6014.00,1.20,1.05,
HD 145457,HD 145457 b,176.30000000,0.760000,0.110000,2.23000,,4769.00,1.23,10.52,
HD 145934,HD 145934 b,2730.00000000,4.600000,0.053000,2.28000,,,1.75,5.38,
HD 1461,HD 1461 b,5.77152000,0.063400,0.172000,0.02026,,5765.00,1.02,,
HD 1461,HD 1461 c,13.50520000,0.111700,0.305000,0.01759,,5765.00,1.02,,
HD 147018,HD 147018 b,44.23600000,0.238800,0.468600,2.12000,,5441.00,0.93,,
HD 147018,HD 147018 c,1008.00000000,1.922000,0.133000,6.56000,,5441.00,0.93,,
HD 147379,HD 147379 b,86.78000000,0.323000,0.070000,0.08983,,4156.00,0.60,,-0.971
HD 147513,HD 147513 b,528.40000000,1.320000,0.260000,1.21000,,5883.00,1.11,,-0.010
HD 14787,HD 14787 b,676.60000000,1.700000,0.155000,1.12100,,4946.00,1.43,5.01,
HD 147873,HD 147873 b,116.59600000,0.522000,0.207000,5.14000,,5972.00,1.38,2.29,0.777
HD 147873,HD 147873 c,491.54000000,1.360000,0.230000,2.30000,,5972.00,1.38,2.29,0.777
HD 148156,HD 148156 b,1027.00000000,2.450000,0.520000,0.85000,,6308.00,1.22,1.21,0.250
HD 148164,HD 148164 b,328.55000000,0.993000,0.587000,1.23000,,6032.00,1.21,1.34,0.330
HD 148164,HD 148164 c,5062.00000000,6.150000,0.125000,5.16000,,6032.00,1.21,1.34,0.330
HD 148284,HD 148284 b,339.33100000,0.974000,0.389260,33.70000,,5572.00,1.07,1.48,0.280
HD 148427,HD 148427 b,331.50000000,1.040000,0.160000,1.30000,,5025.00,1.64,3.86,
HD 149026,HD 149026 b,2.87589000,,0.000000,0.38000,0.740,6179.00,1.42,1.41,
HD 149143,HD 149143 b,4.07182000,0.053000,0.016700,1.33000,,5856.00,1.20,1.44,0.350
